,accuracy_diff_4.pkl,accuracy_diff_5.pkl,accuracy_diff_1.pkl,accuracy_diff_2.pkl,accuracy_diff_3.pkl,r2_diff_2.pkl,r2_diff_3.pkl,r2_diff_1.pkl,r2_diff_4.pkl,r2_diff_5.pkl,rank_total,rank_fin
GLOD4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14491.0,14689.0,14619.0,14470.0,14587.0,112279.5,0.2580119356598502
GRID2IP.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14286.0,14786.0,14582.0,14401.0,14808.0,112286.5,0.2579656477823147
GDF9.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14363.0,14447.0,14749.0,14541.0,14766.0,112289.5,0.2579458101205137
NR2E3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14665.0,14651.0,14461.0,14533.0,14558.0,112291.5,0.2579325850126465
CUL5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14430.0,14794.0,14720.0,14317.0,14611.0,112295.5,0.2579061347969119
CLEC16A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14535.0,14489.0,14634.0,14551.0,14667.0,112299.5,0.2578796845811774
MPP7.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14726.0,14481.0,14605.0,14838.0,14232.0,112305.5,0.2578400092575755
TCEANC.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14607.0,14688.0,14797.0,14307.0,14486.0,112308.5,0.2578201715957745
RNF114.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14580.0,14564.0,14475.0,14665.0,14604.0,112311.5,0.2578003339339736
MTA2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14756.0,14824.0,14400.0,14198.0,14716.0,112317.5,0.2577606586103718
PHIP.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14599.0,14485.0,14696.0,14556.0,14563.0,112322.5,0.2577275958407036
OR2W3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14852.0,14386.0,14493.0,14564.0,14617.0,112335.5,0.2576416326395662
FANCC.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14790.0,14595.0,14452.0,14761.0,14338.0,112359.5,0.2574829313451587
TSG101.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14819.0,14544.0,14805.0,14226.0,14543.0,112360.5,0.2574763187912251
C2orf50.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14801.0,14649.0,14697.0,14369.0,14433.0,112372.5,0.2573969681440214
RIOK2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14538.0,14565.0,14507.0,14648.0,14694.0,112375.5,0.2573771304822205
STK16.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14369.0,14581.0,14543.0,14685.0,14776.0,112377.5,0.2573639053743531
B3GAT3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14804.0,14598.0,14559.0,14329.0,14665.0,112378.5,0.2573572928204195
DAPP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14875.0,14635.0,14623.0,14627.0,14220.0,112403.5,0.2571919789720784
ANGPT4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14725.0,14762.0,14704.0,14521.0,14286.0,112421.5,0.2570729530012728
BLVRA.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14563.0,14634.0,14639.0,14650.0,14523.0,112432.5,0.2570002149080028
HAUS6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14486.0,14664.0,14674.0,14719.0,14471.0,112437.5,0.2569671521383346
SRSF4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14644.0,14876.0,14747.0,13935.0,14813.0,112438.5,0.256960539584401
MESP2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14846.0,14857.0,13782.0,14517.0,15020.0,112445.5,0.2569142517068654
ALG6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14550.0,14778.0,14620.0,14363.0,14727.0,112461.5,0.2568084508439272
RHOT2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14571.0,14568.0,14710.0,14568.0,14635.0,112475.5,0.2567158750888562
VARS2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14647.0,14703.0,14571.0,14699.0,14435.0,112478.5,0.2566960374270552
VIPR2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14425.0,14852.0,14769.0,14377.0,14647.0,112493.5,0.2565968491180506
EPB41L4A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14579.0,14608.0,14727.0,14557.0,14601.0,112495.5,0.2565836240101833
UBXN10.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14789.0,14524.0,14651.0,14431.0,14685.0,112503.5,0.2565307235787142
HECW2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14513.0,14893.0,14363.0,14753.0,14559.0,112504.5,0.2565241110247805
GNB5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14742.0,14583.0,14563.0,14661.0,14533.0,112505.5,0.2565174984708469
HSPA9.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14765.0,14720.0,14691.0,14428.0,14488.0,112515.5,0.2564513729315104
MMRN1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14660.0,14302.0,14669.0,14633.0,14837.0,112524.5,0.2563918599461077
CACNA1F.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14788.0,14606.0,14143.0,14801.0,14767.0,112528.5,0.2563654097303731
NFKBIE.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14498.0,14589.0,14729.0,14706.0,14594.0,112539.5,0.256292671637103
LIAS.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14680.0,14510.0,14777.0,14643.0,14508.0,112541.5,0.2562794465292357
ACP2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14487.0,14502.0,14900.0,14542.0,14697.0,112551.5,0.2562133209898993
KIF26B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14754.0,14744.0,14796.0,14420.0,14418.0,112555.5,0.2561868707741648
HSF2BP.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14731.0,14646.0,14562.0,14682.0,14527.0,112571.5,0.2560810699112265
ZNF598.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14530.0,14488.0,14661.0,14756.0,14718.0,112576.5,0.2560480071415583
FAM107B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14702.0,14590.0,14518.0,14584.0,14760.0,112577.5,0.2560413945876246
DPAGT1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14709.0,14654.0,14512.0,14696.0,14584.0,112578.5,0.256034782033691
SERPINA1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14654.0,14573.0,14632.0,14679.0,14623.0,112584.5,0.255995106710089
BCLAF1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14651.0,14538.0,14453.0,14782.0,14741.0,112588.5,0.2559686564943545
ZBTB33.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14171.0,14810.0,14738.0,14905.0,14551.0,112598.5,0.2559025309550181
TGM3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14704.0,14631.0,14607.0,14660.0,14578.0,112603.5,0.2558694681853498
SLC9A9.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14480.0,14676.0,14707.0,14555.0,14780.0,112621.5,0.2557504422145443
RIMS1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14242.0,14721.0,14818.0,14767.0,14658.0,112629.5,0.2556975417830751
AMOTL2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14691.0,14819.0,14515.0,14645.0,14539.0,112632.5,0.2556777041212742
CDIPT.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14736.0,14567.0,14748.0,14553.0,14614.0,112641.5,0.2556181911358715
SDF2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14911.0,14408.0,14706.0,14754.0,14455.0,112657.5,0.2555123902729331
MAGED2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14681.0,14690.0,14649.0,14501.0,14714.0,112658.5,0.2555057777189995
TNRC18.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14337.0,14681.0,14629.0,14737.0,14852.0,112659.5,0.2554991651650659
SPAG7.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14492.0,14693.0,14609.0,14723.0,14721.0,112661.5,0.2554859400571986
NFKB1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14605.0,14685.0,14442.0,14766.0,14751.0,112672.5,0.2554132019639284
GRHL3.rescaled,15123.0,7884.0,7886.5,7884.5,7883.5,9544.0,13875.0,13592.0,14877.0,14128.0,112677.5,0.2553801391942603
GIT1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14684.0,14708.0,14789.0,14432.0,14643.0,112679.5,0.255366914086393
UQCRC2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14746.0,14431.0,14821.0,14518.0,14743.0,112682.5,0.2553470764245921
PDZD11.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14554.0,14768.0,14809.0,14576.0,14556.0,112686.5,0.2553206262088575
KIRREL2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14737.0,14716.0,14590.0,14621.0,14602.0,112689.5,0.2553007885470566
CDK7.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14835.0,14577.0,14664.0,14532.0,14666.0,112697.5,0.2552478881155874
ORAI3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14813.0,14796.0,14429.0,14659.0,14580.0,112700.5,0.2552280504537865
ANKS3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14658.0,14667.0,14626.0,14702.0,14631.0,112707.5,0.255181762576251
UBN1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14777.0,14655.0,14740.0,14547.0,14571.0,112713.5,0.2551420872526492
EXT2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14708.0,14609.0,14714.0,14671.0,14590.0,112715.5,0.2551288621447819
CYP2A7.rescaled,7885.0,7884.0,7886.5,15125.5,15124.5,13286.0,14515.0,13335.0,3686.0,13992.0,112719.5,0.2551024119290472
RMND1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14451.0,14642.0,14879.0,14703.0,14630.0,112728.5,0.2550428989436445
CEP120.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14646.0,14753.0,14726.0,14583.0,14600.0,112731.5,0.2550230612818436
INO80E.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14596.0,14574.0,14732.0,14701.0,14705.0,112731.5,0.2550230612818436
SSU72.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14475.0,14677.0,14686.0,14649.0,14821.0,112731.5,0.2550230612818436
ANXA3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14609.0,14801.0,14685.0,14591.0,14639.0,112748.5,0.2549106478649716
ARSI.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14589.0,14715.0,14844.0,14705.0,14483.0,112759.5,0.2548379097717016
HIF3A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14583.0,14624.0,14601.0,14820.0,14722.0,112773.5,0.2547453340166306
SLC35B2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14621.0,14722.0,14687.0,14680.0,14645.0,112778.5,0.2547122712469624
NOX1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14586.0,14791.0,14832.0,14768.0,14385.0,112785.5,0.2546659833694268
POTEH.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14508.0,14636.0,14754.0,14791.0,14698.0,112810.5,0.2545006695210857
LENG9.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14667.0,14727.0,14592.0,14676.0,14750.0,112835.5,0.2543353556727447
C3orf35.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14779.0,14754.0,14555.0,14669.0,14678.0,112858.5,0.2541832669322709
C20orf144.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14853.0,14399.0,14887.0,14558.0,14739.0,112859.5,0.2541766543783372
SLC39A7.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14729.0,14751.0,14643.0,14525.0,14789.0,112860.5,0.2541700418244036
KIF6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14574.0,14788.0,14568.0,14726.0,14787.0,112866.5,0.2541303665008018
MYCN.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14712.0,14475.0,14655.0,14772.0,14834.0,112871.5,0.2540973037311336
UXT.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14673.0,14643.0,14788.0,14605.0,14746.0,112878.5,0.254051015853598
VPS11.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14630.0,14686.0,14670.0,14690.0,14800.0,112899.5,0.2539121522209915
C3orf80.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14572.0,14537.0,14924.0,14900.0,14554.0,112910.5,0.2538394141277215
ISCA2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14755.0,14800.0,14284.0,14826.0,14826.0,112914.5,0.2538129639119869
KLK12.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14817.0,14811.0,14802.0,14335.0,14730.0,112918.5,0.2537865136962524
NANOS3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14603.0,14748.0,14807.0,14686.0,14662.0,112929.5,0.2537137756029822
RANBP3L.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14524.0,14718.0,14776.0,14800.0,14695.0,112936.5,0.2536674877254468
NHLRC4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14412.0,14782.0,14763.0,14870.0,14687.0,112937.5,0.2536608751715131
IP6K3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14728.0,14641.0,14712.0,14658.0,14784.0,112946.5,0.2536013621861103
CST4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14595.0,14965.0,14585.0,14697.0,14689.0,112954.5,0.2535484617546412
RNF223.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14602.0,14698.0,14688.0,14824.0,14742.0,112977.5,0.2533963730141674
ATXN3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14732.0,14604.0,14702.0,14802.0,14728.0,112991.5,0.2533037972590963
TRIM5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14942.0,14769.0,14739.0,14444.0,14676.0,112993.5,0.2532905721512291
PFDN4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14796.0,14742.0,14642.0,14610.0,14790.0,113003.5,0.2532244466118927
VPS16.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14642.0,14731.0,14851.0,14871.0,14487.0,113005.5,0.2532112215040254
ATP7B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14927.0,14719.0,14451.0,14647.0,14844.0,113011.5,0.2531715461804235
HAS1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14569.0,14674.0,14602.0,14894.0,14859.0,113021.5,0.2531054206410871
TBL1X.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14611.0,14673.0,14869.0,14724.0,14733.0,113033.5,0.2530260699938834
HEPACAM2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14876.0,14487.0,14786.0,14694.0,14773.0,113039.5,0.2529863946702815
CTNND2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14629.0,14383.0,14825.0,14924.0,14883.0,113067.5,0.2528012431601395
PID1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14503.0,14859.0,14660.0,14831.0,14797.0,113073.5,0.2527615678365377
SASS6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14664.0,14839.0,14671.0,14718.0,14769.0,113084.5,0.2526888297432675
C11orf94.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14753.0,14761.0,14662.0,14664.0,14827.0,113090.5,0.2526491544196657
RILPL1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14778.0,14615.0,14876.0,14759.0,14642.0,113093.5,0.2526293167578648
ITIH3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14798.0,14755.0,14757.0,14673.0,14690.0,113096.5,0.2526094790960639
CD101.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14760.0,14705.0,14806.0,14597.0,14805.0,113096.5,0.2526094790960639
KCNMA1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14689.0,14764.0,14781.0,14833.0,14641.0,113131.5,0.2523780397083863
RPL10.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14594.0,14741.0,14703.0,14785.0,14885.0,113131.5,0.2523780397083863
EMX1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14722.0,14834.0,14680.0,14691.0,14783.0,113133.5,0.252364814600519
WDPCP.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14805.0,14759.0,14810.0,14619.0,14726.0,113142.5,0.2523053016151163
HK2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14868.0,14771.0,14721.0,14580.0,14779.0,113142.5,0.2523053016151163
STX1B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14763.0,14734.0,14883.0,14498.0,14851.0,113152.5,0.2522391760757798
ZHX3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14820.0,14756.0,14779.0,14725.0,14657.0,113160.5,0.2521862756443107
MOB2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14771.0,14925.0,14730.0,14603.0,14710.0,113162.5,0.2521730505364434
LRRC73.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14675.0,14804.0,14761.0,14728.0,14782.0,113173.5,0.2521003124431733
PKD1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14929.0,14802.0,14690.0,14940.0,14399.0,113183.5,0.2520341869038369
VSIG8.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14767.0,14626.0,14741.0,14845.0,14788.0,113190.5,0.2519878990263015
PLEKHM2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14841.0,14909.0,14598.0,14589.0,14833.0,113193.5,0.2519680613645004
MAPKAPK2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14628.0,14814.0,14867.0,14613.0,14862.0,113207.5,0.2518754856094295
PLEKHA3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14823.0,14695.0,14930.0,14700.0,14650.0,113221.5,0.2517829098543584
ACTL10.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14812.0,14873.0,14792.0,14588.0,14740.0,113228.5,0.251736621976823
AMBRA1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14570.0,14763.0,14831.0,14787.0,14857.0,113231.5,0.2517167843150221
DNAH6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14785.0,14694.0,14858.0,14675.0,14802.0,113237.5,0.2516771089914202
ZNF213.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14545.0,14913.0,14974.0,14711.0,14679.0,113245.5,0.251624208559951
C7orf26.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14816.0,14779.0,14860.0,14849.0,14519.0,113246.5,0.2516175960060174
C1GALT1C1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14757.0,14570.0,14815.0,14847.0,14835.0,113247.5,0.2516109834520837
RPLP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14806.0,14892.0,14842.0,14727.0,14560.0,113250.5,0.2515911457902828
MGRN1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14659.0,14743.0,14928.0,14752.0,14747.0,113252.5,0.2515779206824156
SPOCD1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14685.0,14822.0,14816.0,14776.0,14732.0,113254.5,0.2515646955745483
TTC22.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14838.0,14728.0,14762.0,14850.0,14654.0,113255.5,0.2515580830206146
CDKN2AIPNL.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14821.0,14938.0,14668.0,14615.0,14796.0,113261.5,0.2515184076970127
MYO3B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14440.0,14732.0,14943.0,14920.0,14809.0,113267.5,0.2514787323734109
UBE2J2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14865.0,14627.0,14795.0,14798.0,14759.0,113267.5,0.2514787323734109
CLCA2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14699.0,14600.0,14896.0,14907.0,14753.0,113278.5,0.2514059942801409
PNLIPRP2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14718.0,14696.0,14750.0,14852.0,14849.0,113288.5,0.2513398687408044
C11orf80.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14848.0,14797.0,14667.0,14721.0,14839.0,113295.5,0.2512935808632689
GIN1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14764.0,14835.0,14689.0,14740.0,14845.0,113296.5,0.2512869683093353
GRM2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14825.0,14684.0,14886.0,14625.0,14864.0,113307.5,0.2512142302160651
CSF3R.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14543.0,14916.0,14812.0,14795.0,14820.0,113309.5,0.2512010051081979
WDTC1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14864.0,14710.0,14753.0,14760.0,14812.0,113322.5,0.2511150419070606
CCDC7.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14810.0,14707.0,14940.0,14873.0,14570.0,113323.5,0.2511084293531269
HEBP2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14828.0,14843.0,14824.0,14594.0,14824.0,113336.5,0.2510224661519895
VDAC1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14822.0,14530.0,14951.0,14879.0,14736.0,113341.5,0.2509894033823213
XRCC4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14610.0,14888.0,14845.0,14840.0,14738.0,113344.5,0.2509695657205204
GSTO1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14834.0,14678.0,14891.0,14811.0,14725.0,113362.5,0.2508505397497148
EPHA3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14830.0,14733.0,14877.0,14688.0,14818.0,113369.5,0.2508042518721793
TUB.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14818.0,14945.0,14723.0,14606.0,14884.0,113399.5,0.25060587525417
IL17D.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14511.0,14613.0,14950.0,14933.0,14988.0,113418.5,0.2504802367294308
SPHK2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14895.0,14777.0,14801.0,14762.0,14772.0,113430.5,0.2504008860822271
PITX3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14791.0,14709.0,14771.0,14925.0,14822.0,113441.5,0.2503281479889571
FAM172A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14855.0,14787.0,14783.0,14750.0,14847.0,113445.5,0.2503016977732224
ANKRD31.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14720.0,14601.0,14937.0,14843.0,14921.0,113445.5,0.2503016977732224
TUBG2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14747.0,14747.0,14787.0,14927.0,14831.0,113462.5,0.2501892843563505
TMEM45B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14494.0,14930.0,15002.0,14783.0,14841.0,113473.5,0.2501165462630804
WNT11.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14858.0,14680.0,14829.0,14809.0,14877.0,113476.5,0.2500967086012795
IRS2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14814.0,14772.0,14784.0,14891.0,14799.0,113483.5,0.250050420723744
MBD3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14837.0,14858.0,14760.0,14813.0,14795.0,113486.5,0.2500305830619431
ALAD.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14631.0,14790.0,14892.0,14732.0,15033.0,113501.5,0.2499313947529384
PRR16.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14900.0,14785.0,14735.0,14784.0,14879.0,113506.5,0.2498983319832702
TMC3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14453.0,14829.0,14920.0,14859.0,15027.0,113511.5,0.2498652692136019
ALG10.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14739.0,14793.0,14885.0,14911.0,14777.0,113528.5,0.2497528557967301
SLC39A13.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14849.0,14871.0,14846.0,14915.0,14640.0,113544.5,0.2496470549337918
PHF13.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14842.0,14831.0,14917.0,14709.0,14853.0,113575.5,0.2494420657618489
SCLY.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14827.0,14869.0,14736.0,14861.0,14865.0,113581.5,0.2494023904382469
ZKSCAN2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14888.0,14746.0,14874.0,14994.0,14663.0,113588.5,0.2493561025607115
SNX2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14773.0,14915.0,14814.0,14856.0,14829.0,113610.5,0.2492106263741713
CUL4B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14715.0,14904.0,14897.0,14799.0,14881.0,113619.5,0.2491511133887686
CDKN1B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14909.0,14818.0,14719.0,14841.0,14909.0,113619.5,0.2491511133887686
CTSC.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14968.0,14882.0,14548.0,14884.0,14918.0,113623.5,0.249124663173034
LRRC47.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14856.0,14978.0,14804.0,14698.0,14867.0,113626.5,0.249104825511233
ZNF98.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14863.0,14841.0,14803.0,14866.0,14858.0,113654.5,0.248919674001091
AKR1C2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14896.0,14827.0,14579.0,14939.0,14996.0,113660.5,0.2488799986774892
EGF.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14873.0,14620.0,14947.0,14860.0,14940.0,113663.5,0.2488601610156883
SARM1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14734.0,14773.0,14919.0,14956.0,14866.0,113671.5,0.2488072605842191
ZBTB12.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14958.0,14729.0,14926.0,14846.0,14792.0,113674.5,0.2487874229224181
SVEP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14774.0,14725.0,14872.0,14892.0,14991.0,113677.5,0.2487675852606172
RTN4RL2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14786.0,14912.0,14800.0,14794.0,14964.0,113679.5,0.24875436015275
SMO.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14880.0,14953.0,14759.0,14880.0,14793.0,113688.5,0.2486948471673472
SNX24.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14833.0,14832.0,14978.0,14755.0,14871.0,113692.5,0.2486683969516127
ISOC1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14663.0,14840.0,14823.0,15011.0,14932.0,113692.5,0.2486683969516127
GNA15.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14795.0,14860.0,14884.0,14868.0,14863.0,113693.5,0.2486617843976789
C1orf141.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,14964.0,14950.0,14774.0,14745.0,14854.0,113710.5,0.2485493709808071
