,accuracy_diff_4.pkl,accuracy_diff_5.pkl,accuracy_diff_1.pkl,accuracy_diff_2.pkl,accuracy_diff_3.pkl,r2_diff_2.pkl,r2_diff_3.pkl,r2_diff_1.pkl,r2_diff_4.pkl,r2_diff_5.pkl,rank_total,rank_fin
RPP25.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3031.0,1390.0,3194.0,2697.0,2301.0,60377.5,0.6008823685396834
SPTSSA.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2976.0,2721.0,3041.0,2345.0,1541.0,60388.5,0.6008094455198749
PTPN3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,1896.0,2970.0,2445.0,1420.0,3896.0,60391.5,0.6007895574235634
SCAF1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2043.0,3234.0,2718.0,1998.0,2641.0,60398.5,0.6007431518655034
FADS1.rescaled,9535.0,4840.5,9520.0,9554.5,4867.5,3998.0,4158.0,6852.0,3745.0,3329.0,60399.5,0.6007365225000663
NCKAP5.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3071.0,2287.0,2094.0,3377.0,1808.0,60401.5,0.6007232637691919
SAP25.rescaled,13723.5,9581.5,9520.0,9554.5,9573.5,1447.0,1186.0,1647.0,2216.0,1954.0,60403.0,0.6007133197210364
SNAPC3.rescaled,2847.5,3632.0,3641.5,4845.0,3650.5,5071.0,11170.0,9257.0,8571.0,7719.0,60404.5,0.6007033756728806
PCBP3.rescaled,4821.5,3632.0,5584.5,2875.0,14109.5,5852.0,5531.0,5843.0,5493.0,6665.0,60406.5,0.6006901169420062
FAM193B.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2635.0,2231.0,2510.0,2323.0,2958.0,60421.5,0.6005906764604492
SHISA3.rescaled,4821.5,9581.5,4815.5,9554.5,3650.5,5380.0,5062.0,5592.0,6236.0,5729.0,60422.5,0.6005840470950121
HHAT.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2355.0,2710.0,2738.0,1892.0,2964.0,60423.5,0.6005774177295748
NAPA.rescaled,9535.0,5574.5,13721.0,4845.0,14319.5,2724.0,2360.0,3493.0,1730.0,2122.0,60424.0,0.6005741030468563
AFF1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2529.0,2499.0,2284.0,2264.0,3105.0,60445.5,0.6004315716899578
WTIP.rescaled,4821.5,3632.0,9520.0,4845.0,2343.5,7402.0,6629.0,5663.0,9641.0,5950.0,60447.0,0.6004216276418022
SRA1.rescaled,2847.5,9581.5,2870.0,5643.5,5674.0,9344.0,5395.0,7288.0,4420.0,7388.0,60451.5,0.600391795497335
DVL3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2509.0,2203.0,3056.0,2542.0,2379.0,60453.5,0.6003785367664607
COMTD1.rescaled,9535.0,9581.5,4815.5,9554.5,9573.5,2814.0,3712.0,3019.0,5550.0,2309.0,60464.0,0.6003089284293708
U2AF2.rescaled,4821.5,9581.5,9520.0,9554.5,4867.5,3992.0,3801.0,4974.0,4780.0,4576.0,60468.0,0.6002824109676221
CCDC92.rescaled,9535.0,4840.5,9520.0,4845.0,9573.5,4719.0,4453.0,5577.0,3246.0,4167.0,60476.0,0.6002293760441251
USP42.rescaled,9535.0,9581.5,9520.0,3649.5,4867.5,5441.0,4345.0,4674.0,3973.0,4895.0,60481.5,0.6001929145342209
AP3B1.rescaled,9535.0,9581.5,4815.5,9554.5,9573.5,3552.0,5128.0,2312.0,2778.0,3657.0,60487.0,0.6001564530243165
ZNF433.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3375.0,2504.0,1926.0,2414.0,2504.0,60487.5,0.6001531383415979
LRCH4.rescaled,13723.5,4840.5,13481.5,9554.5,13494.5,1091.0,1129.0,1223.0,1447.0,505.0,60489.5,0.6001398796107237
RBBP7.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2435.0,3115.0,2741.0,2429.0,2009.0,60493.5,0.6001133621489751
EXD3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2423.0,3148.0,2685.0,2172.0,2307.0,60499.5,0.6000735859563522
RNF14.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2561.0,2259.0,1985.0,2221.0,3713.0,60503.5,0.6000470684946038
ABCC1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2358.0,2412.0,2099.0,2858.0,3013.0,60504.5,0.6000404391291665
PPHLN1.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,2832.0,2920.0,3339.0,3981.0,4392.0,60515.0,0.5999708307920766
SLC38A7.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2553.0,2477.0,2949.0,2841.0,1943.0,60527.5,0.5998879637241123
TTLL2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3004.0,3460.0,1693.0,2158.0,2455.0,60534.5,0.5998415581660523
WIPI2.rescaled,9535.0,9581.5,9520.0,9554.5,4867.5,4820.0,2542.0,2460.0,2989.0,4668.0,60537.5,0.599821670069741
DNAJC14.rescaled,9535.0,4840.5,9520.0,9554.5,9573.5,3597.0,3195.0,4302.0,2937.0,3483.0,60537.5,0.599821670069741
CPE.rescaled,9535.0,9581.5,9520.0,4845.0,9573.5,4049.0,3361.0,3105.0,3230.0,3745.0,60545.0,0.5997719498289624
TCERG1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,1611.0,2827.0,2304.0,2508.0,3547.0,60561.5,0.5996625652992496
DST.rescaled,9535.0,9581.5,4815.5,9554.5,9573.5,2824.0,3504.0,3550.0,2555.0,5070.0,60563.0,0.5996526212510939
GPX8.rescaled,1530.0,1050.5,830.0,1559.5,831.5,10913.0,11602.0,11309.0,10015.0,10924.0,60564.5,0.5996426772029382
ZNF629.rescaled,9535.0,4840.5,4815.5,9554.5,3650.5,6455.0,6238.0,3721.0,6142.0,5619.0,60571.0,0.5995995863275967
ARHGEF19.rescaled,2296.0,2859.5,4815.5,3649.5,4867.5,9150.0,6241.0,9270.0,8260.0,9175.0,60584.0,0.5995134045769139
CFLAR.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2993.0,2089.0,3364.0,1689.0,2685.0,60584.5,0.5995100898941954
ZNF474.rescaled,1877.0,3166.5,13445.5,5546.0,3186.5,8807.0,6737.0,8874.0,3783.0,5166.0,60588.5,0.5994835724324468
HHEX.rescaled,4821.5,2859.5,2315.0,4845.0,4867.5,7399.0,6209.0,9115.0,6243.0,11925.0,60599.5,0.5994106494126382
SLC2A14.rescaled,321.5,1289.0,1876.0,2314.0,1551.5,11379.0,10972.0,10935.0,8733.0,11231.0,60602.0,0.5993940759990454
HOXA7.rescaled,4821.5,9581.5,9520.0,9554.5,3650.5,4469.0,6051.0,4592.0,4645.0,3722.0,60607.0,0.5993609291718597
LHFPL5.rescaled,165.0,213.5,241.5,296.5,308.5,13796.0,14320.0,13670.0,7076.0,10543.0,60630.0,0.5992084537668054
CDK11B.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2444.0,1881.0,2585.0,2722.0,3268.0,60664.5,0.5989797406592241
TCEAL3.rescaled,9535.0,9581.5,9520.0,4845.0,9573.5,3642.0,4148.0,3857.0,2115.0,3866.0,60683.0,0.598857097398637
CXCL10.rescaled,9535.0,2859.5,4815.5,3649.5,2343.5,6951.0,5286.0,9351.0,7883.0,8015.0,60689.0,0.5988173212060142
PON3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2082.0,1233.0,1777.0,5558.0,2293.0,60707.5,0.5986946779454271
CPSF3.rescaled,4821.5,9581.5,3641.5,4845.0,3650.5,5592.0,7704.0,5548.0,8757.0,6570.0,60711.0,0.5986714751663971
SLC6A8.rescaled,2847.5,9581.5,3641.5,9554.5,2895.0,6798.0,5378.0,5714.0,8116.0,6187.0,60713.0,0.5986582164355227
RMI2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4785.0,1829.0,2211.0,2077.0,2053.0,60719.5,0.5986151255601814
ANKLE2.rescaled,9535.0,9581.5,4815.5,9554.5,9573.5,3158.0,3152.0,3634.0,3001.0,4715.0,60720.0,0.5986118108774627
ZNF32.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3107.0,1879.0,1658.0,2847.0,3469.0,60724.5,0.5985819787329957
HOXD11.rescaled,9535.0,4840.5,3641.5,9554.5,4867.5,3439.0,8717.0,5925.0,3853.0,6353.0,60726.0,0.59857203468484
CCNA1.rescaled,4821.5,9581.5,4815.5,3649.5,3650.5,7546.0,6326.0,7292.0,6279.0,6770.0,60731.5,0.5985355731749358
PPP2R2A.rescaled,1877.0,1050.5,3641.5,3649.5,2895.0,9392.0,11636.0,10214.0,10117.0,6264.0,60736.5,0.59850242634775
VPS4B.rescaled,1877.0,1574.5,1033.5,841.5,2343.5,10628.0,11072.0,10883.0,9826.0,10660.0,60739.0,0.5984858529341571
XKR5.rescaled,9535.0,4840.5,9520.0,9554.5,9573.5,3572.0,3789.0,3718.0,3478.0,3172.0,60752.5,0.5983963565007557
RXRG.rescaled,9535.0,4840.5,4815.5,5643.5,4867.5,5585.0,5857.0,5070.0,8227.0,6320.0,60761.0,0.59834000689454
TUBB3.rescaled,591.0,471.5,731.5,1054.5,673.5,12006.0,8561.0,13392.0,11534.0,11747.0,60762.0,0.5983333775291029
CCNK.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2390.0,2274.0,2518.0,2942.0,2876.0,60764.5,0.59831680411551
RBP4.rescaled,2296.0,3632.0,4815.5,3649.5,4867.5,13578.0,5294.0,10843.0,4138.0,7655.0,60768.5,0.5982902866537615
LRRN4.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,1715.0,3397.0,2352.0,2642.0,2914.0,60784.5,0.5981842168067673
SUV39H1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2287.0,2846.0,3051.0,2153.0,2696.0,60797.5,0.5980980350560845
ATXN3.rescaled,1384.0,2083.5,3184.5,2547.5,4077.0,10032.0,9878.0,9082.0,9016.0,9516.0,60800.5,0.598078146959773
STAP2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2678.0,2171.0,2423.0,2541.0,3229.0,60806.5,0.5980383707671502
HDHD3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2366.0,2613.0,2985.0,2430.0,2650.0,60808.5,0.5980251120362758
RIOK1.rescaled,4821.5,4840.5,9520.0,4845.0,9573.5,6145.0,4886.0,3639.0,6105.0,6435.0,60810.5,0.5980118533054016
AARSD1.rescaled,9535.0,2859.5,4815.5,2875.0,3650.5,6257.0,7381.0,7500.0,7941.0,8004.0,60818.5,0.5979588183819045
SNX2.rescaled,9535.0,9581.5,9520.0,9554.5,4867.5,2833.0,2107.0,2179.0,5970.0,4676.0,60823.5,0.5979256715547188
SAP18.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2799.0,2688.0,2354.0,1897.0,3324.0,60826.5,0.5979057834584074
PRR23A.rescaled,423.5,251.0,830.0,253.5,350.0,11932.0,11794.0,13899.0,13372.0,7733.0,60838.0,0.5978295457558802
LY9.rescaled,2847.5,1050.5,1274.5,1289.0,1032.0,11186.0,10857.0,8639.0,10310.0,12364.0,60849.5,0.5977533080533531
GSK3A.rescaled,9535.0,9581.5,13481.5,4845.0,4867.5,2862.0,4370.0,5537.0,3177.0,2598.0,60854.5,0.5977201612261674
HPD.rescaled,4821.5,9581.5,4815.5,9554.5,4867.5,5590.0,5479.0,7168.0,3971.0,5008.0,60856.5,0.5977069024952931
FOLR2.rescaled,5616.5,9581.5,9520.0,14109.0,9573.5,2883.0,1282.0,1669.0,3458.0,3179.0,60871.5,0.597607462013736
CREB3L1.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,5184.0,2929.0,2908.0,4314.0,2494.0,60880.0,0.5975511124075203
UCP1.rescaled,13723.5,3189.5,5584.5,4845.0,13494.5,3143.0,10852.0,1747.0,1859.0,2443.0,60881.0,0.5975444830420832
SMARCA2.rescaled,9535.0,9581.5,9520.0,4845.0,9573.5,2908.0,4124.0,2579.0,3913.0,4303.0,60882.0,0.597537853676646
EPHA8.rescaled,838.0,684.0,2315.0,1054.5,1395.0,12100.0,12950.0,10669.0,13021.0,5870.0,60896.5,0.5974417278778075
GADD45B.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2257.0,2218.0,2517.0,3414.0,2736.0,60906.5,0.5973754342234361
APC2.rescaled,4821.5,9581.5,3641.5,9554.5,9573.5,5828.0,4117.0,4619.0,3962.0,5210.0,60908.5,0.5973621754925619
LRRC71.rescaled,2507.0,3144.0,1676.0,4088.5,1274.5,10665.0,11021.0,9325.0,9917.0,7314.0,60932.0,0.5972063854047891
POLR2F.rescaled,9535.0,3632.0,9520.0,9554.5,9573.5,3792.0,4048.0,3681.0,3660.0,3951.0,60947.0,0.597106944923232
RPL23.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2224.0,2609.0,2509.0,2816.0,3026.0,60948.5,0.5970970008750762
KRI1.rescaled,9535.0,4840.5,9520.0,9554.5,9573.5,3444.0,3912.0,3399.0,3415.0,3757.0,60950.5,0.5970837421442019
MTR.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2590.0,3376.0,2369.0,2592.0,2264.0,60955.5,0.5970505953170162
TTC7B.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2466.0,3135.0,2734.0,2755.0,2103.0,60957.5,0.597037336586142
CBY1.rescaled,9535.0,9581.5,9520.0,4845.0,9573.5,1991.0,2367.0,5172.0,3830.0,4565.0,60980.0,0.5968881758638063
OTUD1.rescaled,9535.0,9581.5,9520.0,4845.0,3650.5,6064.0,6002.0,2558.0,4627.0,4600.0,60983.0,0.5968682877674949
CD24.rescaled,2847.5,3632.0,1695.0,1888.0,3650.5,12934.0,5166.0,11778.0,6853.0,10552.0,60996.0,0.5967821060168121
KLHL35.rescaled,3637.0,856.5,3641.5,2314.0,2343.5,10083.0,5699.0,11945.0,11447.0,9034.0,61000.5,0.596752273872345
TSSK6.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2373.0,2371.0,2121.0,3257.0,3120.0,61006.5,0.5967124976797221
UBQLN1.rescaled,9535.0,4840.5,4815.5,9554.5,9573.5,4061.0,5520.0,4203.0,3954.0,4950.0,61007.0,0.5967091829970035
GFRAL.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,1562.0,4174.0,3009.0,2396.0,2106.0,61011.5,0.5966793508525363
TMEM74B.rescaled,4821.5,4840.5,4815.5,9554.5,9573.5,4698.0,7052.0,5579.0,4742.0,5339.0,61015.5,0.5966528333907879
ZBTB26.rescaled,9535.0,9581.5,9520.0,4845.0,3650.5,5025.0,4485.0,3947.0,5413.0,5015.0,61017.0,0.5966428893426321
BCAS2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3471.0,1892.0,2349.0,2692.0,2852.0,61020.5,0.5966196865636022
IPO9.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3733.0,2456.0,3025.0,2353.0,1694.0,61025.5,0.5965865397364165
ZFAND6.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2829.0,2681.0,2319.0,3434.0,2000.0,61027.5,0.5965732810055422
CRIM1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2522.0,3378.0,2117.0,3126.0,2128.0,61035.5,0.596520246082045
SOX7.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,1707.0,3131.0,2297.0,2753.0,3396.0,61048.5,0.5964340643313621
FHOD3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3094.0,2885.0,2279.0,2390.0,2646.0,61058.5,0.5963677706769908
DPF2.rescaled,4821.5,9581.5,4815.5,4845.0,9573.5,4547.0,5606.0,5699.0,5512.0,6059.0,61060.0,0.5963578266288351
SDC4.rescaled,9535.0,14119.5,9520.0,13719.0,9573.5,647.0,975.0,404.0,736.0,1835.0,61064.0,0.5963313091670865
S100A9.rescaled,3637.0,3632.0,9520.0,3649.5,3650.5,6558.0,11296.0,5595.0,7780.0,5747.0,61065.0,0.5963246798016494
UNG.rescaled,2847.5,3632.0,2870.0,2875.0,2895.0,11024.0,9356.0,8977.0,5984.0,10621.0,61081.5,0.5962152952719366
TLE6.rescaled,4821.5,9581.5,2315.0,3649.5,5674.0,5097.0,7983.0,5086.0,4614.0,12264.0,61085.5,0.596188777810188
MAPK7.rescaled,9535.0,4840.5,4815.5,9554.5,9573.5,5072.0,4783.0,3385.0,4541.0,4986.0,61086.0,0.5961854631274695
IRF2BP2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,1635.0,2494.0,3347.0,2276.0,3573.0,61089.5,0.5961622603484394
HOXA5.rescaled,4821.5,2316.0,2870.0,3649.5,2895.0,10087.0,6315.0,10865.0,10882.0,6391.0,61092.0,0.5961456869348466
DNAJC4.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2712.0,3081.0,2251.0,2551.0,2745.0,61104.5,0.5960628198668824
MRC2.rescaled,838.0,1050.5,830.0,1054.5,2895.0,11836.0,11594.0,10166.0,10488.0,10354.0,61106.0,0.5960528758187267
CHIC2.rescaled,9535.0,9581.5,9520.0,13719.0,13735.0,923.0,1774.0,726.0,561.0,1042.0,61116.5,0.5959832674816367
POLR2G.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2812.0,3203.0,2214.0,2634.0,2503.0,61130.5,0.5958904563655167
DDOST.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3588.0,1686.0,2309.0,2143.0,3640.0,61130.5,0.5958904563655167
IZUMO4.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2122.0,3276.0,3497.0,1491.0,2992.0,61142.5,0.595810903980271
RPP30.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2708.0,2097.0,2993.0,2383.0,3200.0,61145.5,0.5957910158839597
LMX1A.rescaled,4055.5,4067.5,3168.5,1162.0,2567.0,6188.0,9930.0,9238.0,11035.0,9737.0,61148.5,0.5957711277876482
ZNF296.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3210.0,2024.0,3468.0,1692.0,2997.0,61155.5,0.5957247222295882
TCN2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,1771.0,2080.0,3001.0,3292.0,3249.0,61157.5,0.595711463498714
C17orf97.rescaled,1877.0,2523.5,3641.5,1888.0,2895.0,6426.0,11613.0,10473.0,10735.0,9087.0,61159.0,0.5957015194505582
IYD.rescaled,13995.0,4136.0,13989.5,3213.0,13449.5,5655.0,1024.0,2329.0,788.0,2583.0,61162.0,0.5956816313542468
RETSAT.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3532.0,2563.0,2612.0,2669.0,2023.0,61163.5,0.595671687306091
SLC5A12.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2591.0,2909.0,2335.0,2225.0,3373.0,61197.5,0.5954462888812283
RRP12.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2338.0,1914.0,3487.0,3743.0,1953.0,61199.5,0.595433030150354
MAP4.rescaled,9535.0,9581.5,4815.5,9554.5,3650.5,5563.0,3008.0,6196.0,3788.0,5509.0,61201.0,0.5954230861021983
SLC9A6.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3388.0,2935.0,2371.0,2782.0,1964.0,61204.5,0.5953998833231683
CENPN.rescaled,3637.0,9581.5,4815.5,4845.0,2895.0,5881.0,7902.0,5425.0,6110.0,10117.0,61209.0,0.5953700511787012
RAET1L.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,1929.0,2619.0,2042.0,2763.0,4099.0,61216.5,0.5953203309379227
CABYR.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3227.0,2015.0,1897.0,3616.0,2698.0,61217.5,0.5953137015724854
ALOX15B.rescaled,1877.0,2859.5,3641.5,1888.0,831.5,10888.0,10225.0,10797.0,11983.0,6234.0,61224.5,0.5952672960144255
GRIA4.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,5765.0,1994.0,1401.0,3009.0,1308.0,61241.5,0.5951545968019941
RAB10.rescaled,4821.5,9581.5,9520.0,3649.5,4867.5,5133.0,6237.0,4760.0,5615.0,7066.0,61251.0,0.5950916178303413
SDSL.rescaled,4821.5,13769.0,9520.0,9554.5,3650.5,2627.0,1819.0,8265.0,3723.0,3505.0,61254.5,0.5950684150513113
MAPK9.rescaled,4821.5,3632.0,9520.0,9554.5,4867.5,6353.0,5320.0,6685.0,5502.0,5001.0,61256.5,0.5950551563204369
KCNAB3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2902.0,3056.0,2654.0,2250.0,2636.0,61262.5,0.5950153801278142
SNRNP48.rescaled,13464.0,2859.5,2870.0,2314.0,2601.5,9048.0,6722.0,7034.0,5938.0,8416.0,61267.0,0.594985547983347
EIF4E3.rescaled,13723.5,13769.0,13721.0,9554.5,9573.5,193.0,197.0,181.0,147.0,212.0,61271.5,0.5949557158388799
RUNDC3A.rescaled,4821.5,5548.0,2870.0,3213.0,4867.5,4211.0,9438.0,10446.0,10873.0,4998.0,61286.0,0.5948595900400413
STX16.rescaled,9535.0,13769.0,9520.0,9554.5,9573.5,1566.0,2078.0,2405.0,1610.0,1676.0,61287.0,0.5948529606746042
CCDC142.rescaled,2296.0,4840.5,2870.0,2875.0,2343.5,7557.0,10103.0,7887.0,10104.0,10412.0,61288.0,0.5948463313091671
F12.rescaled,4821.5,1905.0,830.0,2314.0,2343.5,11545.0,9294.0,7302.0,9535.0,11401.0,61291.0,0.5948264432128556
MYO1E.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2344.0,3202.0,3605.0,2302.0,2088.0,61305.5,0.594730317414017
TNRC18.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2572.0,4184.0,1161.0,2361.0,3266.0,61308.5,0.5947104293177057
GNAQ.rescaled,1877.0,3632.0,1876.0,1559.5,9573.5,8580.0,8598.0,8894.0,7809.0,8910.0,61309.0,0.5947071146349872
CHAF1A.rescaled,3207.0,9581.5,4120.0,3213.0,4867.5,5745.0,8228.0,5968.0,6238.0,10148.0,61316.0,0.5946607090769271
ABHD8.rescaled,4821.5,9581.5,5584.5,4845.0,9573.5,4409.0,3636.0,7364.0,4092.0,7409.0,61316.0,0.5946607090769271
PPP2R5C.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2810.0,3264.0,2673.0,2734.0,2073.0,61318.5,0.5946441356633343
COLEC12.rescaled,3637.0,2316.0,830.0,1289.0,1032.0,9633.0,10328.0,11347.0,10289.0,10619.0,61320.0,0.5946341916151786
LBX2.rescaled,13723.5,13769.0,9520.0,9554.5,5674.0,2864.0,3105.0,420.0,1524.0,1168.0,61322.0,0.5946209328843043
CRYZ.rescaled,9535.0,9581.5,9520.0,9554.5,4867.5,3376.0,3335.0,3999.0,4086.0,3472.0,61326.5,0.5945911007398372
LY6D.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,1803.0,5598.0,1292.0,1804.0,3077.0,61338.5,0.5945115483545915
AIFM1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2796.0,2380.0,3197.0,2475.0,2731.0,61343.5,0.5944784015274058
ITFG1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2596.0,3228.0,2015.0,2327.0,3423.0,61353.5,0.5944121078730344
AMN1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2369.0,3938.0,2586.0,2089.0,2609.0,61355.5,0.5943988491421601
PPP2R5A.rescaled,2847.5,4840.5,4815.5,2875.0,3650.5,9096.0,8098.0,9100.0,7832.0,8201.0,61356.0,0.5943955344594416
TXNDC12.rescaled,4821.5,4840.5,9520.0,4845.0,4867.5,7910.0,5482.0,8996.0,5886.0,4193.0,61361.5,0.5943590729495373
NAIF1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2190.0,1931.0,3133.0,3280.0,3071.0,61369.5,0.5943060380260401
WDR35.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3187.0,2631.0,2926.0,2785.0,2077.0,61370.5,0.594299408660603
NSL1.rescaled,4821.5,9581.5,3641.5,3649.5,2343.5,6435.0,6022.0,8380.0,8106.0,8395.0,61375.5,0.5942662618334174
CYGB.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2893.0,2834.0,3238.0,2437.0,2220.0,61386.5,0.5941933388136087
NPEPL1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2636.0,3181.0,2495.0,2970.0,2366.0,61412.5,0.5940209753122432
C1orf131.rescaled,9535.0,4840.5,4815.5,4845.0,9573.5,7382.0,5284.0,6014.0,5697.0,3430.0,61416.5,0.5939944578504945
RABL2A.rescaled,2847.5,4077.5,2582.0,5569.5,1906.5,7442.0,7340.0,10557.0,9645.0,9455.0,61422.0,0.5939579963405903
CCDC102A.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2981.0,3232.0,2768.0,2771.0,1909.0,61425.5,0.5939347935615603
NDUFS3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2718.0,2082.0,2000.0,3659.0,3207.0,61430.5,0.5939016467343745
SYNC.rescaled,13723.5,4136.0,13721.0,9554.5,13735.0,2164.0,1309.0,991.0,848.0,1250.0,61432.0,0.5938917026862189
C1QTNF6.rescaled,321.5,251.0,51.5,332.5,59.0,12629.0,11444.0,12385.0,12772.0,11191.0,61436.5,0.5938618705417518
HMGCR.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4054.0,2545.0,2266.0,2621.0,2193.0,61443.5,0.5938154649836918
TAGLN3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3208.0,2549.0,2050.0,3237.0,2649.0,61457.5,0.5937226538675717
BMP6.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2974.0,3945.0,2327.0,2532.0,1918.0,61460.5,0.5937027657712604
GPR37L1.rescaled,9535.0,4840.5,9520.0,14109.0,3650.5,4525.0,3728.0,2324.0,5889.0,3340.0,61461.0,0.5936994510885418
NFYC.rescaled,9535.0,9581.5,4815.5,3649.5,3650.5,5210.0,5918.0,5983.0,7357.0,5777.0,61477.0,0.5935933812415475
TBC1D15.rescaled,2847.5,4840.5,4815.5,2875.0,4867.5,6914.0,6963.0,8357.0,9152.0,9845.0,61477.0,0.5935933812415475
PPARA.rescaled,2847.5,4840.5,4815.5,4845.0,9573.5,5452.0,7701.0,8163.0,6569.0,6678.0,61485.0,0.5935403463180504
OLIG1.rescaled,9535.0,4840.5,9520.0,2875.0,9573.5,3826.0,4335.0,6681.0,5434.0,4876.0,61496.0,0.5934674232982419
PFKFB1.rescaled,13446.0,4136.0,14330.5,13488.5,4077.0,2921.0,2349.0,872.0,3781.0,2096.0,61497.0,0.5934607939328047
ABHD4.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2964.0,2809.0,2665.0,2711.0,2588.0,61501.5,0.5934309617883375
CEP19.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3364.0,2229.0,2825.0,2548.0,2771.0,61501.5,0.5934309617883375
MAF.rescaled,9535.0,9581.5,4815.5,4845.0,9573.5,4772.0,4736.0,4181.0,6785.0,2680.0,61504.5,0.5934110736920262
SLC5A4.rescaled,423.5,251.0,331.5,425.5,145.0,12165.0,9873.0,11951.0,13348.0,12593.0,61506.5,0.5933978149611518
TBC1D26.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,1646.0,2460.0,3507.0,3762.0,2372.0,61511.5,0.5933646681339662
KCNA3.rescaled,2296.0,4840.5,4815.5,9554.5,4867.5,6670.0,9031.0,4935.0,5083.0,9419.0,61512.0,0.5933613534512476
PSMA7.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2065.0,2250.0,2633.0,2776.0,4030.0,61518.5,0.5933182625759063
