	SHAP Value
RHOJ.rescaled	-0.0004922290036755854
FAT4.rescaled	-0.0004914786053830123
CDCA7.rescaled	0.0004913739681880581
PRX.rescaled	-0.0004910998788074042
UBE2T.rescaled	0.000490980509393926
ZNF219.rescaled	-0.0004909389409868143
ITGB7.rescaled	0.0004909245694887645
CLGN.rescaled	-0.0004906603669611321
NGFR.rescaled	-0.0004904807909058245
ZNF280B.rescaled	0.0004903165779911751
F10.rescaled	-0.0004902420077778118
CLMN.rescaled	-0.0004902391375926229
ALDH6A1.rescaled	-0.0004900223017296271
LILRB4.rescaled	0.0004899276530277247
ANXA9.rescaled	-0.0004896949937148633
SUOX.rescaled	-0.000489183769949105
HMBOX1.rescaled	-0.0004891826435560691
NFE2L3.rescaled	0.0004890955207991761
PER2.rescaled	-0.0004890766235391294
NOXRED1.rescaled	-0.0004888033474809542
ZKSCAN1.rescaled	-0.0004883230179708613
SLC7A7.rescaled	0.0004882793645770414
GTF2IRD2B.rescaled	-0.000488025469407668
TMEM100.rescaled	-0.00048795754280277746
TEF.rescaled	-0.0004877086341237234
IDO1.rescaled	0.00048763836747313735
CACNB4.rescaled	-0.00048746563566273043
CENPK.rescaled	0.00048745549674799124
ADH1A.rescaled	-0.00048725481522451724
ZDHHC11.rescaled	-0.0004872528798145952
FBXW4.rescaled	-0.00048723800285552346
XIRP1.rescaled	0.00048693418856782396
SLC16A4.rescaled	-0.0004867740562738489
NDC80.rescaled	0.0004864651162362202
SPTBN1.rescaled	-0.00048635928572491656
SIGLEC7.rescaled	0.00048628257176168394
LMNB2.rescaled	0.0004861189750149617
MAB21L1.rescaled	-0.0004860337473052502
RORC.rescaled	-0.0004859300935194488
FHL5.rescaled	-0.0004858248191247694
ABCD4.rescaled	-0.0004857372016121333
SEMA7A.rescaled	0.0004854321500762014
PIK3C2G.rescaled	-0.000485246035059186
LILRB3.rescaled	0.00048497901299906625
SEC14L2.rescaled	-0.00048478434749044423
PCP2.rescaled	-0.0004846700482108096
VPS13D.rescaled	-0.000484483536811681
PDCD1.rescaled	0.00048394158793168423
CLDN19.rescaled	-0.00048387602544943233
ADH1C.rescaled	-0.00048371490251511564
SCT.rescaled	0.0004832941049909059
UHRF1.rescaled	0.000483141563571967
A2ML1.rescaled	0.00048305432717882875
TIGIT.rescaled	0.00048295975214046166
CA12.rescaled	-0.00048229711871010763
GLI3.rescaled	-0.0004821213398589993
