	shap_value
ARL9.rescaled	0.0007885148841194644
FAM47E.rescaled	0.0007882028787845371
TCN2.rescaled	0.0007874643886829665
ZNF683.rescaled	0.0007856097649153834
KCNB2.rescaled	0.0007851781588281313
IPCEF1.rescaled	0.0007848161304169746
CADM3.rescaled	-0.0007840820599617226
ACE2.rescaled	0.0007829698290511698
SLC28A1.rescaled	-0.0007820595310421489
ARHGAP11A.rescaled	0.0007813218715637387
PDE4A.rescaled	0.0007805095734528525
FPR1.rescaled	0.0007788949409140868
CXCL1.rescaled	0.000778569863386168
OAS3.rescaled	0.0007779516411761705
CLEC9A.rescaled	-0.0007769491386635994
C16orf95.rescaled	0.0007765137645038573
GPR65.rescaled	0.0007762705282348905
SNX32.rescaled	-0.0007762050112854314
SLAMF6.rescaled	0.0007759335171516455
RAB39A.rescaled	0.000775552941599034
CDC25B.rescaled	0.0007751492511190709
SKA1.rescaled	0.0007743596552791611
TP53BP1.rescaled	0.0007741563954799801
