	SHAP Value
CD7.rescaled	0.0005989120407177629
ZNF396.rescaled	-0.0005987709851090964
ZAP70.rescaled	0.0005987155097246
AIM2.rescaled	0.0005985912370743079
NXPH3.rescaled	-0.0005983926589733418
HK3.rescaled	0.0005975313265746541
IFI27.rescaled	0.0005975124149488226
KAAG1.rescaled	-0.0005961754151057491
SEC14L2.rescaled	-0.0005959339085612998
PARVG.rescaled	0.0005957478753295599
RAB26.rescaled	-0.0005957144306398286
CD3G.rescaled	0.0005954416072708705
TNFRSF1B.rescaled	0.0005950611777030169
SPI1.rescaled	0.0005948665311120026
LILRB1.rescaled	0.0005942041111804543
IRX2.rescaled	-0.0005932185246590804
TIFAB.rescaled	0.000592433524072651
CDCA7.rescaled	0.0005907827194927399
HPN.rescaled	-0.0005903510931781412
CD247.rescaled	0.0005896021291435002
ARHGAP9.rescaled	0.000589571182470644
CBX2.rescaled	0.0005888966250912931
NCF1.rescaled	0.0005885308401654006
TMEM63C.rescaled	-0.000588273751308067
PTPN22.rescaled	0.0005876750249393989
KLRC4.rescaled	0.0005875698989482647
FMNL2.rescaled	0.0005866746265311058
RTP4.rescaled	0.0005861413083006448
PARP12.rescaled	0.0005861229642159288
LAPTM5.rescaled	0.0005859971831564925
ART3.rescaled	0.0005854619072628218
TNFSF13B.rescaled	0.0005854549139363771
HCST.rescaled	0.0005850237357599993
SCN7A.rescaled	-0.0005845220127819528
IL12RB2.rescaled	0.0005845119038172723
PLCB2.rescaled	0.0005842929246960166
TSPAN33.rescaled	0.0005842501937954861
IL18RAP.rescaled	0.0005836075998846966
ETV7.rescaled	0.0005835639581198492
SIRPB2.rescaled	0.0005833750419520522
SOX11.rescaled	0.0005831703924835427
XCR1.rescaled	0.0005830900838792015
PSAT1.rescaled	0.0005830611038599989
ZBTB4.rescaled	-0.0005830247811880493
CD226.rescaled	0.000582747819618788
LAIR1.rescaled	0.0005822274752757317
PSMB9.rescaled	0.0005816960135749556
ZBTB7C.rescaled	-0.0005816707268777608
THEMIS.rescaled	0.0005813703093547121
C1QB.rescaled	0.000581312615149222
IKZF3.rescaled	0.000580590912007366
SLA.rescaled	0.0005805673764571595
RASGEF1B.rescaled	0.000580386654313308
MPP2.rescaled	-0.0005798918447986786
SHC2.rescaled	-0.0005798782344246936
TFF3.rescaled	-0.0005798678571004778
SAMD15.rescaled	-0.0005795750234523845
CXCR3.rescaled	0.0005791398042006152
SYTL5.rescaled	-0.000578666363199849
MCOLN2.rescaled	0.0005783197179033384
DYNLRB2.rescaled	-0.000578083303191004
GLT1D1.rescaled	0.0005780401489178982
F7.rescaled	-0.0005779960752965313
CYTH4.rescaled	0.0005779739257262996
FAM47E.rescaled	-0.0005778791990894009
ITK.rescaled	0.0005774251957201027
BCL2A1.rescaled	0.0005772400732261664
ZNF683.rescaled	0.0005770963893303341
RAB39A.rescaled	0.0005764938827147084
COL22A1.rescaled	0.0005763881662941488
LYN.rescaled	0.0005763416672469576
UBASH3A.rescaled	0.0005754531599349249
NCKAP1L.rescaled	0.0005749760803249356
NAT1.rescaled	-0.0005748295173058944
OAS3.rescaled	0.0005747395286278015
CD5.rescaled	0.0005742938900034567
PYHIN1.rescaled	0.0005732265428709659
PATL2.rescaled	0.0005730086881757107
PLEK.rescaled	0.0005725437349202096
FANK1.rescaled	-0.0005717637097306308
LCK.rescaled	0.0005714233460897616
PLK1.rescaled	0.0005709047396471699
CD53.rescaled	0.0005709042054544658
SDR16C5.rescaled	-0.000570768498637938
RIIAD1.rescaled	-0.0005704083313967757
CCDC160.rescaled	-0.0005699342861721088
KCND3.rescaled	-0.0005693345661517283
LILRB3.rescaled	0.0005693156977835528
IL32.rescaled	0.0005685979931323859
KDM4B.rescaled	-0.0005682688518527339
