	feature_importance
VTCN1.rescaled	-0.07367544101922889
HSP90AA1.rescaled	0.07365608647621599
MND1.rescaled	0.07364978018588215
HGD.rescaled	0.07364756390185577
GLDC.rescaled	0.07359396473448655
ESPNL.rescaled	-0.07340449235683708
RECQL4.rescaled	0.07310110640208473
NDC80.rescaled	0.07298272446540244
OR2W3.rescaled	-0.07296844672636611
ELAVL2.rescaled	0.07290715068188225
JPH1.rescaled	0.07290159930123094
FOXD4.rescaled	0.07288060553384743
UTS2R.rescaled	-0.07286231811344077
CARD17.rescaled	0.0728233023694842
SFT2D3.rescaled	-0.07278295973902268
NTAN1.rescaled	0.07269082009205309
RPA4.rescaled	0.07265403775472497
ABO.rescaled	-0.07260580639184311
GJB1.rescaled	0.07260384890165011
TCL1B.rescaled	0.07260302789191386
GINS2.rescaled	0.07257169821470885
BTG4.rescaled	0.07249047502563041
TRAPPC4.rescaled	-0.07246344777226353
E2F7.rescaled	0.0723943000250453
CCDC115.rescaled	-0.07236019931144891
ELOF1.rescaled	0.07235060886631572
LY6G5B.rescaled	0.0723189214553779
DCDC2.rescaled	-0.07225242827570084
SPAG5.rescaled	0.07224826729580935
MS4A15.rescaled	0.07223560395594404
ZFR2.rescaled	0.07223467362261907
OR52K1.rescaled	0.07222644283007092
PNMA2.rescaled	-0.0722171835768635
GPR27.rescaled	-0.07220595078469448
PLAC8L1.rescaled	0.07217002980030693
NLRX1.rescaled	-0.07212401863112694
UBXN10.rescaled	-0.07193239376553687
WDR62.rescaled	0.07187856652761371
RAB9B.rescaled	0.0718069147722325
MCOLN3.rescaled	0.07178475027256995
CBWD3.rescaled	0.07178103217332904
REEP2.rescaled	0.071709327644551
KIF23.rescaled	0.07165921703409248
NUSAP1.rescaled	0.07160494884909015
AMFR.rescaled	-0.0715392329682867
CNTNAP3B.rescaled	-0.07141310027843605
PTGER1.rescaled	-0.07134877616430582
PHACTR3.rescaled	-0.07133133824673908
BIRC5.rescaled	0.07129912886495318
SCNN1B.rescaled	0.07128427599838964
TYRP1.rescaled	0.07116797446901761
AURKB.rescaled	0.07109873071713747
DCTN1.rescaled	-0.07106450518217743
KCNE4.rescaled	-0.07097508605070284
SPDYE6.rescaled	0.070965569004677
NAALADL1.rescaled	-0.07079548447205591
RSPO1.rescaled	-0.07068620840016901
CD177.rescaled	-0.07067709020418168
KLHDC7A.rescaled	-0.07058751016559536
RAB39B.rescaled	0.07056687936210351
CA11.rescaled	-0.07054469822106675
RHCE.rescaled	0.07053221680099192
SPDYC.rescaled	0.07035011897717547
ATP1A3.rescaled	0.07031521852593593
DRP2.rescaled	0.07025712825509416
CLCNKB.rescaled	-0.07022749846465934
TMEM25.rescaled	-0.07017716960838523
RILPL2.rescaled	-0.07003562705543333
MMP10.rescaled	0.06999468750101209
CACNG1.rescaled	0.0698760624408071
TBC1D3H.rescaled	0.06973685769121268
CCDC116.rescaled	0.0697260871610086
PABPC1.rescaled	0.06948840610719763
CENPW.rescaled	0.06946813414892336
CDC45.rescaled	0.06946793336906762
TYW1B.rescaled	-0.06939327875937643
PPP1R14C.rescaled	0.06937203440801974
HEPACAM2.rescaled	-0.06936978731820577
SULT6B1.rescaled	-0.0693677937727246
MCM4.rescaled	0.06928556019225739
KNDC1.rescaled	0.06925217334079493
MMP23B.rescaled	-0.0691300069253261
FUT3.rescaled	0.06899309579210867
DAPL1.rescaled	0.06896006051236327
PGLYRP2.rescaled	0.06892886379316376
ELOVL6.rescaled	0.06892452568293193
CHRFAM7A.rescaled	-0.06889997980385439
FAM189A2.rescaled	-0.06887629771008272
CEACAM1.rescaled	0.06877439590959249
TCTE1.rescaled	0.06869836909466383
C1orf112.rescaled	0.0686810363083506
TM4SF1.rescaled	-0.06867267363281244
FAM72D.rescaled	0.06864695095488102
FAM71F1.rescaled	0.06860305943042067
CCNE2.rescaled	0.06859930846539189
PLEKHB2.rescaled	-0.0685368671338445
CD207.rescaled	0.06848487542651488
CCNA2.rescaled	0.06844108810030532
GSTA1.rescaled	0.06839783150469536
TERT.rescaled	0.06832987902101387
SYN1.rescaled	0.06827270455825592
GRM2.rescaled	-0.06826373786130503
CNFN.rescaled	0.06812538359728075
ANXA8.rescaled	0.06805105514520268
ESRRG.rescaled	0.06804672023438278
SPTBN5.rescaled	-0.06801197518555875
PDCD1LG2.rescaled	0.06795793088387983
DNAJC5G.rescaled	-0.06790008893127894
MKX.rescaled	-0.06780971621057025
HSPA4L.rescaled	0.06780293532116166
KNTC1.rescaled	0.06779944456853601
SLC44A5.rescaled	-0.06775085339410655
CCDC81.rescaled	0.06771843270065445
C15orf48.rescaled	-0.06769639058657113
SLC44A1.rescaled	-0.06763874169968247
LENEP.rescaled	0.06762999421007104
RAD54L.rescaled	0.06762253702090738
LIG1.rescaled	0.06756284038512889
PRR11.rescaled	0.06752239307529642
IBSP.rescaled	0.06752001878987526
SYNGR4.rescaled	0.06747268368549303
CHADL.rescaled	-0.0674446549246282
MUC6.rescaled	-0.06743011110552984
CMTM2.rescaled	-0.06741392119874808
PHGDH.rescaled	0.06735285186431937
CCNDBP1.rescaled	-0.06735182776643939
HJURP.rescaled	0.06734255495231214
POMZP3.rescaled	-0.06721188080683138
NUDT3.rescaled	-0.06721055463544402
DNAJC5B.rescaled	0.06719953812272515
DSCC1.rescaled	0.0671733018752814
TPTE2.rescaled	-0.06716760428972625
FCGR3B.rescaled	-0.06712873441704705
DHRS4L1.rescaled	0.06712787451907626
SIM2.rescaled	0.06706947403504673
CKAP2.rescaled	0.06702698546338338
HRK.rescaled	0.06700341029452514
ARSH.rescaled	-0.06697616725053918
CHRDL2.rescaled	0.06697529843075088
LCNL1.rescaled	0.06694754222890947
ATAD2.rescaled	0.06678200557528177
TRIP13.rescaled	0.06668023945570918
MADCAM1.rescaled	-0.0666434432930968
SDR16C5.rescaled	-0.06660101313892858
CDH17.rescaled	-0.06658376077051001
CYP26A1.rescaled	0.06651148595966869
OR1J1.rescaled	0.06637730405700906
ULBP2.rescaled	0.0663770817716804
RSPH3.rescaled	-0.06637080698316282
AMZ1.rescaled	0.06629582362698352
KBTBD3.rescaled	-0.06610911594105834
OSBPL6.rescaled	0.06609397932436187
CD80.rescaled	0.06609003040944017
TGM3.rescaled	0.06600476811189046
PKD2L1.rescaled	0.06593268904286732
CLEC18B.rescaled	0.06592987062471378
ZIC2.rescaled	0.06590873065523761
DUSP19.rescaled	-0.06585810236715606
LYPD6B.rescaled	-0.06583868041460375
POU4F3.rescaled	0.06576834412285253
RNF183.rescaled	0.06576205957275774
NAGS.rescaled	-0.06575677941787127
RHBG.rescaled	0.06565429132260861
RNF126.rescaled	-0.06556779905959585
ANKRD30A.rescaled	-0.0654787242186804
TROAP.rescaled	0.06544988261538856
MFSD6L.rescaled	-0.06544269907836836
SPAG6.rescaled	-0.06543020425372022
RAB20.rescaled	-0.06540889063390937
CYP19A1.rescaled	0.06531543090025417
CDCA2.rescaled	0.06517181756312564
ANP32C.rescaled	-0.06516567797197902
C5orf34.rescaled	0.06515782542359573
SHROOM2.rescaled	0.06506584481708676
LCTL.rescaled	0.06506258466685756
TCEAL5.rescaled	-0.06494891724095499
KIFC1.rescaled	0.06488583461884982
MARCO.rescaled	0.06482264244032794
GPIHBP1.rescaled	-0.06476407800168399
FPR1.rescaled	0.06472987544131505
PRC1.rescaled	0.06468467567527003
ULBP3.rescaled	0.06466963496901673
SGIP1.rescaled	0.06465606640217895
IFNGR2.rescaled	-0.06464046693830258
STAT4.rescaled	0.06458847628101708
ZBTB3.rescaled	-0.06457117811877897
RGPD4.rescaled	0.06454510825150618
CHST1.rescaled	0.06451914122524205
QSOX1.rescaled	-0.06446708379112259
HBD.rescaled	-0.06437221312577443
SLC34A2.rescaled	0.06425004907825577
SIGLEC14.rescaled	0.06423638492481512
GK.rescaled	0.06419236235642808
RGS9.rescaled	0.06412151924833129
FANCI.rescaled	0.0641112561398962
ZBTB22.rescaled	-0.06410809682244374
JMJD7.rescaled	-0.06402715517845635
ANKRD22.rescaled	0.0639983375216276
ZNF385B.rescaled	0.06396198436156024
